DetectionID,Timestamp,Zone,DwellTime_s,EngagementScore,AI_Confidence
ANON-98bad8,2026-03-02 02:41:24,High-Conv,296.2,81.3,0.91
ANON-0b0435,2026-03-02 02:44:54,High-Conv,173.2,71.38,0.9
ANON-0c82ba,2026-03-02 02:52:09,Entrance,22.23,47.28,0.71
ANON-e978e6,2026-03-02 02:53:19,Checkout,101.8,60.53,0.99
ANON-d58bd5,2026-03-02 02:54:59,Entrance,33.17,47.51,0.77
ANON-38e02a,2026-03-02 02:56:46,High-Conv,398.19,85.37,0.89
ANON-652e48,2026-03-02 02:57:03,Checkout,167.16,77.88,0.85
ANON-d0db72,2026-03-02 02:57:06,Checkout,139.78,72.38,0.87
ANON-cb57ef,2026-03-02 02:59:17,High-Conv,240.57,79.56,0.98
ANON-1bc8d3,2026-03-02 03:02:28,Checkout,129.57,67.53,0.96
ANON-779323,2026-03-02 03:03:31,Entrance,34.09,42.56,0.83
ANON-5f994d,2026-03-02 03:04:44,High-Conv,350.59,86.35,0.91
ANON-2c6276,2026-03-02 03:04:52,Entrance,47.64,51.86,0.86
ANON-14d87b,2026-03-02 03:07:47,Checkout,47.25,43.82,0.88
ANON-117cd7,2026-03-02 03:08:32,High-Conv,407.47,93.64,0.88
ANON-a2f0f1,2026-03-02 03:10:48,Entrance,29.07,39.94,0.87
ANON-7e5fa5,2026-03-02 03:16:29,Checkout,131.03,51.35,0.89
ANON-c8e479,2026-03-02 03:17:17,High-Conv,305.79,84.88,0.88
ANON-6ff288,2026-03-02 03:17:18,High-Conv,437.86,100.0,0.87
ANON-adf45d,2026-03-02 03:18:32,High-Conv,464.5,90.78,0.95
ANON-10b5c1,2026-03-02 03:20:42,Entrance,36.61,50.22,0.8
ANON-05fde8,2026-03-02 03:24:47,Checkout,128.95,72.42,0.91
ANON-9982a7,2026-03-02 03:24:52,Checkout,127.18,69.81,0.88
ANON-0a0234,2026-03-02 03:26:30,Entrance,22.77,41.43,0.75
ANON-00a7e9,2026-03-02 03:27:19,High-Conv,349.1,77.74,0.9
ANON-280c56,2026-03-02 03:27:29,Checkout,98.29,53.78,0.96
ANON-865cec,2026-03-02 03:31:09,Checkout,115.25,66.18,0.89
ANON-bb7e2d,2026-03-02 03:31:25,High-Conv,5.0,32.72,0.88
ANON-f45592,2026-03-02 03:31:51,Checkout,120.59,69.6,0.92
ANON-5da47c,2026-03-02 03:32:17,Entrance,35.44,45.45,0.87
ANON-c7028b,2026-03-02 03:33:00,High-Conv,363.56,81.38,0.95
ANON-d0c5d2,2026-03-02 03:33:38,High-Conv,145.73,75.5,0.91
ANON-0f984a,2026-03-02 03:34:17,Entrance,32.48,38.1,0.86
ANON-517f17,2026-03-02 03:34:48,Checkout,82.93,54.98,0.94
ANON-813bcd,2026-03-02 03:37:50,Checkout,141.41,64.63,0.97
ANON-5b01f8,2026-03-02 03:39:34,High-Conv,405.18,93.37,0.89
ANON-fc9840,2026-03-02 03:40:53,High-Conv,336.57,80.95,0.93
ANON-f49e3f,2026-03-02 03:40:54,High-Conv,213.39,74.24,0.95
ANON-b1ebda,2026-03-02 03:41:18,High-Conv,244.12,82.41,0.91
ANON-92b802,2026-03-02 03:41:52,Checkout,79.51,56.69,0.85
ANON-79cb91,2026-03-02 03:42:08,High-Conv,299.17,76.54,0.98
ANON-cf9d73,2026-03-02 03:44:25,High-Conv,332.68,80.35,0.91
ANON-d15883,2026-03-02 03:47:46,Entrance,27.18,39.75,0.85
ANON-ac9e57,2026-03-02 03:47:49,Entrance,45.76,53.11,0.84
ANON-6e3568,2026-03-02 03:47:50,Checkout,152.15,58.72,0.9
ANON-65d3f9,2026-03-02 03:47:58,Checkout,187.46,67.68,0.89
ANON-062b10,2026-03-02 03:56:40,Entrance,33.79,42.49,0.68
ANON-2db13c,2026-03-02 03:57:21,Checkout,100.85,63.23,0.96
ANON-ba297b,2026-03-02 04:01:10,Checkout,154.62,74.86,0.96
ANON-eeaafc,2026-03-02 04:06:10,Checkout,88.01,55.97,0.93
ANON-598d3e,2026-03-02 04:07:40,High-Conv,231.74,72.87,0.94
ANON-6328b5,2026-03-02 04:08:10,Entrance,21.17,32.08,0.86
ANON-706a9d,2026-03-02 04:09:14,Checkout,68.54,60.16,0.9
ANON-110683,2026-03-02 04:09:32,Entrance,62.67,46.42,0.77
ANON-10a014,2026-03-02 04:10:23,Checkout,151.03,67.74,0.96
ANON-c93944,2026-03-02 04:10:47,Checkout,110.73,60.25,0.89
ANON-e92a27,2026-03-02 04:12:23,Checkout,163.36,72.67,0.93
ANON-0d1ff6,2026-03-02 04:12:44,Entrance,27.1,42.78,0.7
ANON-271fa3,2026-03-02 04:12:55,Checkout,86.83,54.67,0.92
ANON-f40291,2026-03-02 04:14:50,High-Conv,342.17,86.1,0.92
ANON-37bab7,2026-03-02 04:18:22,Checkout,125.61,60.83,0.99
ANON-2093ef,2026-03-02 04:20:35,Checkout,103.93,66.16,0.87
ANON-2f39c4,2026-03-02 04:23:38,Checkout,126.91,69.27,0.88
ANON-4ef82f,2026-03-02 04:23:44,Checkout,98.49,57.45,0.86
ANON-75a285,2026-03-02 04:26:49,High-Conv,132.58,59.47,0.94
ANON-a1690a,2026-03-02 04:28:23,High-Conv,423.23,100.0,0.87
ANON-815f79,2026-03-02 04:28:34,Entrance,33.79,43.67,0.86
ANON-357ecf,2026-03-02 04:31:36,High-Conv,283.46,82.02,0.99
ANON-b63912,2026-03-02 04:36:03,High-Conv,246.56,85.46,0.95
ANON-79e10c,2026-03-02 04:37:55,Entrance,33.6,44.78,0.75
ANON-ed6613,2026-03-02 04:42:50,Entrance,21.04,32.94,0.67
ANON-8d2041,2026-03-02 04:43:11,High-Conv,253.1,73.66,0.95
ANON-d1b00b,2026-03-02 04:48:46,Entrance,23.13,31.87,0.84
ANON-7f3a25,2026-03-02 04:50:42,Entrance,34.26,45.22,0.87
ANON-9d801e,2026-03-02 04:52:31,Checkout,10761.87,32.777287268214124,0.87
ANON-c6db9e,2026-03-02 04:52:44,Entrance,42.12,44.58,0.77
ANON-e939e5,2026-03-02 04:53:32,Checkout,151.09,65.88,0.98
ANON-a9095f,2026-03-02 04:53:33,High-Conv,44.33,42.97,0.92
ANON-e9a36c,2026-03-02 04:55:17,High-Conv,240.18,80.93,0.92
ANON-f4ff35,2026-03-02 04:55:59,Checkout,164.94,67.96,0.87
ANON-eb726c,2026-03-02 04:56:26,Entrance,31.78,36.61,0.87
ANON-ca4752,2026-03-02 04:57:46,High-Conv,391.79,88.87,0.91
ANON-1a2abb,2026-03-02 04:58:01,Checkout,120.55,50.9,0.86
ANON-c08ba4,2026-03-02 04:59:50,High-Conv,446.76,94.77,0.96
ANON-b09d79,2026-03-02 05:05:37,High-Conv,302.08,82.29,0.9
ANON-059027,2026-03-02 05:07:35,Checkout,184.21,67.84,0.92
ANON-c1c4a0,2026-03-02 05:09:02,Checkout,140.09,64.79,0.95
ANON-77e7b7,2026-03-02 05:13:22,Entrance,34.63,47.36,0.79
ANON-3fb383,2026-03-02 05:14:48,Entrance,39.56,45.79,0.74
ANON-1b38b6,2026-03-02 05:16:18,Entrance,25.76,45.19,0.75
ANON-3de506,2026-03-02 05:19:36,Checkout,166.91,69.04,0.93
ANON-f552f3,2026-03-02 05:20:11,Checkout,166.32,70.27,0.9
ANON-2f3ed7,2026-03-02 05:22:23,Entrance,15.03,31.71,0.69
ANON-a61a23,2026-03-02 05:23:16,Checkout,99.97,67.32,0.97
ANON-42c254,2026-03-02 05:23:18,Checkout,4477.56,30.50382256743321,0.89
ANON-f4dba5,2026-03-02 05:23:52,Entrance,38.5,50.73,0.83
ANON-023035,2026-03-02 05:27:03,Checkout,56.97,47.24,0.97
ANON-050dd4,2026-03-02 05:34:03,Checkout,109.0,62.53,0.89
ANON-144eef,2026-03-02 05:34:06,High-Conv,190.66,69.37,0.93
ANON-f8a950,2026-03-02 05:41:15,Entrance,30.95,45.87,0.83
ANON-70e732,2026-03-02 05:41:50,Entrance,44.55,49.87,0.7
ANON-a67517,2026-03-02 05:46:39,Checkout,151.42,69.57,0.97
ANON-4925df,2026-03-02 05:48:16,Checkout,157.49,66.72,0.98
ANON-a2ef26,2026-03-02 05:48:58,Checkout,152.34,72.12,0.87
ANON-2cb08a,2026-03-02 05:50:53,High-Conv,301.43,89.98,0.96
ANON-beb4d4,2026-03-02 05:56:40,High-Conv,397.06,90.38,0.85
ANON-34dde5,2026-03-02 05:58:25,High-Conv,441.42,100.0,0.9
ANON-8db3cb,2026-03-02 06:00:44,High-Conv,478.05,100.0,0.88
ANON-a1d99d,2026-03-02 06:02:01,High-Conv,337.0,83.91,0.93
ANON-44d4d8,2026-03-02 06:03:05,Checkout,188.33,82.01,0.98
ANON-af6a09,2026-03-02 06:05:57,High-Conv,225.35,78.92,0.96
ANON-89a3e6,2026-03-02 06:07:24,Checkout,168.66,67.52,0.87
ANON-9cad6d,2026-03-02 06:07:36,High-Conv,361.94,77.69,0.98
ANON-328cd7,2026-03-02 06:08:56,High-Conv,158.58,69.55,0.96
ANON-6674c0,2026-03-02 06:13:23,Entrance,17.38,37.32,0.76
ANON-0a0048,2026-03-02 06:13:50,Entrance,39.45,52.25,0.73
ANON-8000d4,2026-03-02 06:21:28,Entrance,30.61,37.8,0.68
ANON-3916fd,2026-03-02 06:23:44,Checkout,103.62,64.32,0.85
ANON-d6e210,2026-03-02 06:24:54,Checkout,126.9,65.01,0.91
ANON-0415cc,2026-03-02 06:25:54,High-Conv,491.91,86.93,0.88
ANON-21211b,2026-03-02 06:27:06,Entrance,32.19,39.11,0.87
ANON-69a246,2026-03-02 06:27:55,Checkout,65.82,48.71,0.9
ANON-8fb168,2026-03-02 06:31:20,High-Conv,361.48,87.82,0.86
ANON-23c00e,2026-03-02 06:32:10,Checkout,47.38,45.97,0.97
ANON-b12e9b,2026-03-02 06:40:59,Checkout,139.32,55.74,0.92
ANON-569cd5,2026-03-02 06:44:54,High-Conv,445.86,93.49,0.91
ANON-62b9cb,2026-03-02 06:45:33,Checkout,38.67,43.17,0.99
ANON-19e514,2026-03-02 06:45:55,Checkout,153.52,70.76,0.96
ANON-fb82d7,2026-03-02 06:48:22,High-Conv,204.01,73.24,0.89
ANON-1bc52b,2026-03-02 06:48:56,High-Conv,276.12,81.56,0.86
ANON-b22540,2026-03-02 06:53:10,Checkout,174.72,70.38,0.94
ANON-c70c43,2026-03-02 06:54:11,High-Conv,214.49,67.46,0.95
ANON-851942,2026-03-02 06:58:14,High-Conv,163.27,67.32,0.97
ANON-526e82,2026-03-02 07:02:59,High-Conv,543.36,100.0,0.86
ANON-74f25d,2026-03-02 07:04:36,High-Conv,125.1,55.64,0.92
ANON-c077cf,2026-03-02 07:04:49,High-Conv,390.68,95.71,0.98
ANON-eb51d7,2026-03-02 07:05:57,High-Conv,124.01,60.53,0.94
ANON-a806b4,2026-03-02 07:07:33,Checkout,129.73,61.69,0.93
ANON-46cdcb,2026-03-02 07:11:12,Checkout,88.6,51.07,0.86
ANON-b9e664,2026-03-02 07:11:15,Checkout,80.5,56.57,0.87
ANON-4a98d7,2026-03-02 07:12:51,Entrance,16.66,39.95,0.78
ANON-99db72,2026-03-02 07:13:32,High-Conv,187.45,70.53,0.87
ANON-185687,2026-03-02 07:16:01,Checkout,100.05,64.27,0.98
ANON-fd1aaf,2026-03-02 07:16:35,Checkout,170.91,69.84,0.89
ANON-b19444,2026-03-02 07:17:12,Checkout,183.69,68.05,0.88
ANON-379867,2026-03-02 07:17:39,Checkout,106.38,59.06,0.87
ANON-abaa7b,2026-03-02 07:18:04,Entrance,29.81,36.67,0.87
ANON-85aa4a,2026-03-02 07:21:30,Checkout,125.62,60.98,0.88
ANON-93c4b7,2026-03-02 07:22:11,Checkout,72.07,48.59,0.9
ANON-df628e,2026-03-02 07:23:57,Checkout,273.71,87.86,0.95
ANON-33a9e1,2026-03-02 07:25:15,Checkout,115.3,63.84,0.96
ANON-9879e0,2026-03-02 07:25:36,Checkout,132.4,76.58,0.95
ANON-9eedee,2026-03-02 07:29:01,High-Conv,566.86,100.0,0.92
ANON-d8cf5b,2026-03-02 07:30:24,Entrance,22.67,37.96,0.7
ANON-8e02d4,2026-03-02 07:31:10,Checkout,39.28,42.09,0.96
ANON-cc4359,2026-03-02 07:32:24,High-Conv,264.67,69.33,0.94
ANON-882e67,2026-03-02 07:36:43,Checkout,151.38,62.41,0.89
ANON-5bd8d9,2026-03-02 07:36:49,Entrance,34.47,41.71,0.68
ANON-fbaba0,2026-03-02 07:38:36,Entrance,18.91,35.93,0.8
ANON-838935,2026-03-02 07:42:54,Checkout,131.92,56.39,0.87
ANON-8438f5,2026-03-02 07:45:47,Entrance,24.32,42.26,0.83
ANON-5fcd07,2026-03-02 07:46:03,Checkout,126.02,75.12,0.97
ANON-c40500,2026-03-02 07:48:58,Checkout,101.75,57.03,0.96
ANON-2c4e25,2026-03-02 07:51:49,High-Conv,298.61,81.08,0.98
ANON-07d6c2,2026-03-02 07:52:54,Checkout,99.26,58.74,0.96
ANON-f97210,2026-03-02 07:56:26,Checkout,94.91,55.44,0.89
ANON-860132,2026-03-02 07:58:16,Entrance,39.49,49.91,0.85
ANON-c370e5,2026-03-02 07:58:57,Checkout,142.6,62.6,0.95
ANON-357d45,2026-03-02 07:59:32,Checkout,110.78,63.18,0.87
ANON-c88cf8,2026-03-02 08:00:08,High-Conv,260.37,85.76,0.98
ANON-22201f,2026-03-02 08:01:01,Checkout,139.79,70.3,0.92
ANON-f3bcc7,2026-03-02 08:02:14,Entrance,41.98,45.36,0.73
ANON-45f18d,2026-03-02 08:02:52,High-Conv,207.11,67.3,0.92
ANON-0217da,2026-03-02 08:08:14,Checkout,115.91,57.63,0.89
ANON-d3f878,2026-03-02 08:10:21,Checkout,138.89,58.23,0.89
ANON-04eb15,2026-03-02 08:13:21,High-Conv,146.3,75.1,0.88
ANON-a3b778,2026-03-02 08:13:28,High-Conv,4861.5,25.34014489950755,0.91
ANON-d51e9d,2026-03-02 08:13:49,Entrance,22.62,33.77,0.84
ANON-87a939,2026-03-02 08:17:38,High-Conv,116.17,51.5,0.97
ANON-a8534c,2026-03-02 08:19:48,High-Conv,216.28,73.11,0.91
ANON-6de6e2,2026-03-02 08:21:30,Checkout,138.93,68.25,0.92
ANON-9de2e6,2026-03-02 08:24:48,Checkout,175.46,71.34,0.89
ANON-ff11c8,2026-03-02 08:26:41,High-Conv,251.99,80.44,0.97
ANON-1eedbe,2026-03-02 08:27:58,High-Conv,317.98,70.27,0.88
ANON-c4f776,2026-03-02 08:28:50,Checkout,140.57,65.11,0.96
ANON-3250c3,2026-03-02 08:29:39,High-Conv,341.84,87.32,0.92
ANON-05921b,2026-03-02 08:34:17,Checkout,195.98,67.47,0.95
ANON-b41382,2026-03-02 08:37:58,Checkout,135.16,60.56,0.89
ANON-55a7f1,2026-03-02 08:42:24,High-Conv,207.32,80.42,0.93
ANON-751242,2026-03-02 08:44:02,High-Conv,248.38,82.98,0.88
ANON-94a2b0,2026-03-02 08:45:56,Entrance,29.75,40.11,0.78
ANON-099865,2026-03-02 08:49:04,High-Conv,306.36,86.39,0.87
ANON-095248,2026-03-02 08:50:03,High-Conv,562.24,100.0,0.9
ANON-5f7f27,2026-03-02 08:50:03,Entrance,43.26,48.29,0.86
ANON-d17b15,2026-03-02 08:52:09,High-Conv,412.61,92.24,0.86
ANON-d2f067,2026-03-02 08:54:48,Entrance,30.33,34.92,0.72
ANON-3776e0,2026-03-02 08:55:08,High-Conv,439.04,92.73,0.91
ANON-014f2c,2026-03-02 08:56:25,Entrance,44.62,38.84,0.75
ANON-3186e3,2026-03-02 08:57:03,Entrance,41.49,40.9,0.82
ANON-61617f,2026-03-02 08:57:46,Checkout,87.06,58.75,0.85
ANON-644f59,2026-03-02 09:01:48,Checkout,170.83,77.49,0.93
ANON-6c1772,2026-03-02 09:02:24,Entrance,50.14,50.84,0.7
ANON-fe78cc,2026-03-02 09:04:27,Checkout,173.92,69.77,0.95
ANON-ffacdb,2026-03-02 09:05:49,High-Conv,50.22,47.57,0.95
ANON-a6af69,2026-03-02 09:05:51,Checkout,129.2,65.35,0.98
ANON-bdbcd2,2026-03-02 09:06:58,High-Conv,194.12,74.13,0.95
ANON-af5375,2026-03-02 09:11:17,High-Conv,453.7,92.53,0.94
ANON-3e7667,2026-03-02 09:11:58,High-Conv,193.1,65.77,0.9
ANON-65de0b,2026-03-02 09:14:30,High-Conv,366.11,93.02,0.98
ANON-c45606,2026-03-02 09:16:05,Checkout,63.82,54.2,0.95
ANON-ba1df9,2026-03-02 09:21:03,Checkout,127.99,70.11,0.98
ANON-53dfc2,2026-03-02 09:21:39,High-Conv,29.17,45.57,0.89
ANON-47cf2f,2026-03-02 09:21:47,Entrance,26.24,45.44,0.67
ANON-021fc4,2026-03-02 09:24:24,Entrance,28.88,42.75,0.78
ANON-f99888,2026-03-02 09:25:03,High-Conv,335.91,97.96,0.88
ANON-ba4052,2026-03-02 09:27:50,Entrance,36.71,43.14,0.74
ANON-c5e7dd,2026-03-02 09:29:41,Checkout,106.21,60.46,0.97
ANON-b40966,2026-03-02 09:33:37,High-Conv,278.94,89.93,0.91
ANON-876506,2026-03-02 09:35:44,Entrance,29.48,47.15,0.66
ANON-402009,2026-03-02 09:43:00,High-Conv,163.68,62.1,0.86
ANON-92e911,2026-03-02 09:44:17,High-Conv,238.7,74.78,0.97
ANON-2ddcd3,2026-03-02 09:48:00,High-Conv,376.03,95.31,0.91
ANON-f375ab,2026-03-02 09:49:06,High-Conv,442.01,92.91,0.88
ANON-8f88e5,2026-03-02 09:51:21,High-Conv,237.3,75.87,0.88
ANON-fcb10d,2026-03-02 09:53:40,Entrance,27.73,42.31,0.68
ANON-436e00,2026-03-02 09:53:48,Entrance,35.76,50.12,0.76
ANON-bc7bfd,2026-03-02 09:55:15,Checkout,184.55,73.39,0.89
ANON-19be66,2026-03-02 09:57:03,High-Conv,425.35,89.04,0.92
ANON-031ef5,2026-03-02 09:58:42,High-Conv,335.73,85.27,0.93
ANON-d193f5,2026-03-02 09:59:21,Checkout,75.22,48.92,0.99
ANON-009bda,2026-03-02 10:00:11,Entrance,18.46,32.31,0.82
ANON-83adc1,2026-03-02 10:00:15,Checkout,182.39,64.38,0.88
ANON-e11b87,2026-03-02 10:01:49,High-Conv,421.14,98.59,0.9
ANON-b874c2,2026-03-02 10:02:26,Checkout,5.0,26.01,0.85
ANON-7f4e30,2026-03-02 10:02:28,High-Conv,25.57,47.75,0.88
ANON-e8bf1c,2026-03-02 10:03:18,High-Conv,271.33,83.5,0.97
ANON-bbc542,2026-03-02 10:04:33,Checkout,202.51,70.5,0.94
ANON-8a23a4,2026-03-02 10:05:15,High-Conv,241.77,79.84,0.86
ANON-8057d0,2026-03-02 10:05:35,Checkout,101.36,62.58,0.99
ANON-145dc2,2026-03-02 10:06:26,High-Conv,148.38,56.99,0.98
ANON-b5393e,2026-03-02 10:07:38,High-Conv,373.61,87.37,0.92
ANON-de48a6,2026-03-02 10:09:02,Entrance,10600.93,31.599674502614164,0.75
ANON-c946ed,2026-03-02 10:12:56,Checkout,71.7,51.17,0.96
ANON-92565c,2026-03-02 10:13:53,High-Conv,234.66,78.79,0.89
ANON-fb9ddd,2026-03-02 10:15:08,Checkout,74.68,58.79,0.9
ANON-b65391,2026-03-02 10:15:50,Checkout,90.64,59.4,0.99
ANON-6f7907,2026-03-02 10:16:31,High-Conv,187.39,68.75,0.94
ANON-fb2844,2026-03-02 10:18:13,Entrance,37.72,45.49,0.83
ANON-faa9cb,2026-03-02 10:18:27,High-Conv,158.96,67.74,0.94
ANON-ac5beb,2026-03-02 10:19:10,Checkout,56.56,51.92,0.9
ANON-151483,2026-03-02 10:22:51,High-Conv,543.11,97.71,0.93
ANON-656117,2026-03-02 10:25:09,Entrance,23.75,47.65,0.7
ANON-a568da,2026-03-02 10:26:16,Entrance,23.61,38.09,0.68
ANON-4ff366,2026-03-02 10:30:10,High-Conv,164.23,67.85,0.86
ANON-a75d7f,2026-03-02 10:39:35,Entrance,12.48,32.32,0.69
ANON-9593b9,2026-03-02 10:43:35,Entrance,5.85,20.44,0.75
ANON-f9e24c,2026-03-02 10:46:37,Checkout,148.45,61.36,0.94
ANON-4b9a6a,2026-03-02 10:46:45,Checkout,180.81,76.12,0.98
ANON-fd7f90,2026-03-02 10:51:19,Entrance,42.89,45.25,0.76
ANON-1045cc,2026-03-02 10:55:06,High-Conv,216.18,70.66,0.96
ANON-d40a77,2026-03-02 10:56:02,Entrance,34.01,40.84,0.72
ANON-05bb52,2026-03-02 10:57:44,Entrance,23.55,35.87,0.73
ANON-44e107,2026-03-02 10:59:42,Checkout,124.25,73.65,0.89
ANON-ea11e7,2026-03-02 11:00:07,Entrance,19.47,47.72,0.8
ANON-db9aad,2026-03-02 11:01:21,High-Conv,263.49,82.41,0.9
ANON-ac02d2,2026-03-02 11:05:08,High-Conv,357.93,90.98,0.86
ANON-d13e00,2026-03-02 11:08:22,Checkout,159.58,65.64,0.95
ANON-048d6d,2026-03-02 11:09:19,Checkout,93.52,59.26,0.87
ANON-2fbfb7,2026-03-02 11:11:13,High-Conv,454.21,86.65,0.85
ANON-ec65b6,2026-03-02 11:13:02,High-Conv,221.7,83.49,0.9
ANON-78cace,2026-03-02 11:16:13,Entrance,23.92,41.35,0.77
ANON-274324,2026-03-02 11:16:31,Checkout,114.34,56.63,0.88
ANON-fa54ed,2026-03-02 11:16:53,Checkout,146.81,65.32,0.95
ANON-1ea27b,2026-03-02 11:18:13,Checkout,116.12,67.46,0.9
ANON-ad628c,2026-03-02 11:18:43,Entrance,38.55,53.34,0.71
ANON-c71802,2026-03-02 11:19:46,High-Conv,196.32,82.59,0.88
ANON-5a5c46,2026-03-02 11:20:22,Entrance,28.84,29.85,0.72
ANON-e50218,2026-03-02 11:23:29,High-Conv,156.06,75.48,0.98
ANON-1295f1,2026-03-02 11:24:43,Entrance,31.55,51.45,0.7
ANON-c29b05,2026-03-02 11:25:47,High-Conv,268.1,80.79,0.98
ANON-a577ef,2026-03-02 11:28:18,High-Conv,395.58,91.68,0.87
ANON-cd66bb,2026-03-02 11:29:53,High-Conv,400.92,89.81,0.92
ANON-5f5a1b,2026-03-02 11:30:27,Checkout,119.3,65.86,0.9
ANON-623074,2026-03-02 11:31:47,Checkout,110.06,60.13,0.94
ANON-b9368e,2026-03-02 11:32:29,Checkout,194.93,71.94,0.93
ANON-51f62b,2026-03-02 11:33:49,Entrance,43.23,47.87,0.81
ANON-750e7d,2026-03-02 11:35:40,High-Conv,213.38,69.35,0.97
ANON-9b3003,2026-03-02 11:37:53,High-Conv,293.52,84.13,0.89
ANON-d5cd78,2026-03-02 11:40:09,Checkout,120.08,61.14,0.86
ANON-7b72ca,2026-03-02 11:40:09,High-Conv,382.39,88.97,0.92
ANON-169271,2026-03-02 11:40:21,Entrance,26.88,41.97,0.69
ANON-05fa23,2026-03-02 11:41:14,Checkout,138.89,64.96,0.88
ANON-8f4df9,2026-03-02 11:42:57,Entrance,17.6,47.6,0.71
ANON-999b6f,2026-03-02 11:43:33,Entrance,27.78,38.91,0.66
ANON-11b3b6,2026-03-02 11:45:33,Entrance,34.66,52.27,0.74
ANON-c0b0b1,2026-03-02 11:45:58,Checkout,150.6,69.33,0.98
ANON-fe77bd,2026-03-02 11:48:36,Checkout,69.09,48.05,0.98
ANON-01eaf9,2026-03-02 11:48:38,High-Conv,462.12,100.0,0.88
ANON-2144e1,2026-03-02 11:51:35,Entrance,13.64,29.35,0.76
ANON-cce078,2026-03-02 11:52:10,High-Conv,313.31,87.89,0.95
ANON-964c63,2026-03-02 11:54:25,High-Conv,390.43,89.12,0.93
ANON-026e98,2026-03-02 11:56:06,Checkout,158.49,66.76,0.87
ANON-702cfe,2026-03-02 12:03:07,High-Conv,556.92,98.33,0.93
ANON-0141fb,2026-03-02 12:09:13,High-Conv,299.95,83.59,0.93
ANON-75a08f,2026-03-02 12:09:28,Checkout,119.38,52.9,0.99
ANON-4ea976,2026-03-02 12:09:41,Entrance,30.02,35.46,0.72
ANON-1be9bc,2026-03-02 12:10:32,High-Conv,213.29,76.21,0.95
ANON-2abdee,2026-03-02 12:10:59,Entrance,36.99,40.96,0.78
ANON-722c0f,2026-03-02 12:11:54,Checkout,124.37,57.74,0.98
ANON-5ea56b,2026-03-02 12:15:21,Entrance,30.31,44.8,0.81
ANON-c4480e,2026-03-02 12:16:34,High-Conv,192.61,67.35,0.89
ANON-65de1d,2026-03-02 12:16:45,Checkout,170.82,65.36,0.95
ANON-c49363,2026-03-02 12:17:11,Checkout,133.31,71.01,0.92
ANON-376c95,2026-03-02 12:18:46,High-Conv,229.86,73.98,0.92
ANON-37eef1,2026-03-02 12:19:15,High-Conv,298.49,85.55,0.91
ANON-4c07aa,2026-03-02 12:21:44,Entrance,21.8,45.06,0.75
ANON-b3d2b0,2026-03-02 12:26:24,High-Conv,315.73,92.11,0.88
ANON-ff9bb0,2026-03-02 12:27:16,Checkout,61.74,44.19,0.91
ANON-7f99b2,2026-03-02 12:27:29,Entrance,34.56,48.76,0.67
ANON-8e4051,2026-03-02 12:31:26,Entrance,41.17,49.41,0.67
ANON-5f2e94,2026-03-02 12:33:41,Checkout,110.77,59.91,0.89
ANON-f123ae,2026-03-02 12:35:13,Checkout,84.36,56.71,0.98
ANON-e738e8,2026-03-02 12:36:29,High-Conv,336.91,84.05,0.93
ANON-4d0db8,2026-03-02 12:37:49,Checkout,170.47,68.21,0.91
ANON-1973d9,2026-03-02 12:38:47,High-Conv,187.55,68.85,0.94
ANON-0ba024,2026-03-02 12:39:15,Checkout,5.0,24.08,0.92
ANON-dfc79b,2026-03-02 12:40:35,Checkout,158.57,64.52,0.89
ANON-3bcca7,2026-03-02 12:41:20,High-Conv,164.9,75.2,0.94
ANON-386e3b,2026-03-02 12:44:27,Entrance,31.18,39.47,0.86
ANON-8506bb,2026-03-02 12:48:14,High-Conv,193.96,75.21,0.87
ANON-249679,2026-03-02 12:52:58,Entrance,21.2,32.86,0.74
ANON-364e87,2026-03-02 12:53:00,Entrance,31.02,41.34,0.83
ANON-3894b8,2026-03-02 12:54:45,Checkout,128.35,70.97,0.87
ANON-08a2dd,2026-03-02 12:56:20,High-Conv,385.72,90.07,0.98
ANON-071330,2026-03-02 12:57:23,Checkout,170.16,72.56,0.94
ANON-38299a,2026-03-02 12:58:42,High-Conv,389.42,96.4,0.9
ANON-e516a3,2026-03-02 13:01:40,Entrance,39.81,50.16,0.65
ANON-2cd1ab,2026-03-02 13:05:42,High-Conv,258.89,72.48,0.88
ANON-2da1cf,2026-03-02 13:09:24,Entrance,43.82,52.87,0.83
ANON-a0501a,2026-03-02 13:14:37,Checkout,116.28,68.66,0.9
ANON-5cb99f,2026-03-02 13:15:06,Checkout,116.06,61.75,0.98
ANON-fb32f4,2026-03-02 13:25:11,Checkout,127.65,68.3,0.91
ANON-439dc0,2026-03-02 13:26:43,Checkout,80.74,61.26,0.92
ANON-487d12,2026-03-02 13:29:37,Entrance,32.67,44.58,0.81
ANON-f49a82,2026-03-02 13:37:52,Entrance,23.0,40.83,0.83
ANON-3f68a6,2026-03-02 13:40:01,Entrance,30.8,34.91,0.87
ANON-c2af57,2026-03-02 13:44:46,Entrance,39.47,41.53,0.72
ANON-4d0870,2026-03-02 13:45:29,High-Conv,378.05,89.29,0.86
ANON-d32bce,2026-03-02 13:45:35,Checkout,76.03,57.23,0.9
ANON-e278ab,2026-03-02 13:45:51,High-Conv,244.35,86.28,0.92
ANON-8bceca,2026-03-02 13:46:03,Checkout,128.69,64.9,0.87
ANON-2d021c,2026-03-02 13:47:52,Checkout,120.31,69.23,0.89
ANON-5fb298,2026-03-02 13:48:08,High-Conv,343.3,85.54,0.86
